model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
 Ioniq,2019,157666.66666666666,Automatic,5500,Hybrid,135,78.5,1.6
 Ioniq,2019,168333.33333333334,Automatic,5500,Hybrid,135,78.5,1.6
 Ioniq,2019,157666.66666666666,Automatic,5500,Hybrid,135,78.5,1.6
 I10,2019,64666.666666666664,Manual,3500,Petrol,145,49.6,1.0
 I10,2019,64666.666666666664,Manual,3500,Petrol,145,49.6,1.0
 I10,2019,64666.666666666664,Manual,250,Petrol,145,49.6,1.0
 I10,2019,64666.666666666664,Manual,10,Petrol,145,49.6,1.0
 I10,2019,64666.666666666664,Manual,3500,Petrol,145,49.6,1.0
 I10,2019,64666.666666666664,Manual,3000,Petrol,145,49.6,1.0
 Tucson,2019,181000.0,Semi-Auto,4500,Hybrid,145,50.4,1.6
 I10,2019,64666.666666666664,Manual,3200,Petrol,145,49.6,1.0
 Tucson,2019,153333.33333333334,Semi-Auto,2400,Petrol,145,36.2,1.6
 Tucson,2019,165000.0,Semi-Auto,10,Petrol,145,36.2,1.6
 Santa Fe,2019,237666.66666666666,Semi-Auto,6402,Diesel,145,42.8,2.2
 Santa Fe,2019,263666.6666666667,Semi-Auto,5883,Diesel,145,39.2,2.2
 Tucson,2019,157666.66666666666,Manual,8574,Diesel,145,45.6,1.6
 Ioniq,2019,168333.33333333334,Automatic,5500,Hybrid,135,78.5,1.6
 Ioniq,2019,168333.33333333334,Automatic,5500,Hybrid,135,78.5,1.6
 Ioniq,2019,168333.33333333334,Automatic,5500,Hybrid,135,78.5,1.6
 Ioniq,2019,168333.33333333334,Automatic,5500,Hybrid,135,78.5,1.6
 Ioniq,2019,168333.33333333334,Automatic,5500,Hybrid,135,78.5,1.6
 Ioniq,2019,168333.33333333334,Automatic,5500,Hybrid,135,78.5,1.6
 I10,2019,64666.666666666664,Manual,10,Petrol,145,49.6,1.0
 Tucson,2018,105333.33333333333,Manual,9206,Petrol,145,44.8,1.6
 I10,2017,50333.333333333336,Manual,13719,Petrol,30,57.7,1.2
 Tucson,2017,89333.33333333333,Manual,32127,Diesel,30,61.7,1.7
 I30,2018,84000.0,Manual,12453,Petrol,150,45.6,1.0
 Tucson,2019,161666.66666666666,Semi-Auto,2800,Petrol,145,36.2,1.6
 I10,2019,64666.666666666664,Manual,4000,Petrol,145,49.6,1.0
 I10,2019,64666.666666666664,Manual,4000,Petrol,145,49.6,1.0
 I10,2019,64666.666666666664,Manual,4000,Petrol,145,49.6,1.0
 I30,2018,88000.0,Manual,6526,Petrol,150,45.6,1.0
 I800,2019,144333.33333333334,Manual,17124,Diesel,150,31.7,2.5
 I10,2017,51333.333333333336,Manual,3149,Petrol,150,60.1,1.0
 Kona,2019,154333.33333333334,Semi-Auto,2135,Petrol,150,34.0,1.6
 I10,2013,28666.666666666668,Manual,16197,Petrol,20,61.4,1.2
 I20,2017,61666.666666666664,Manual,6346,Petrol,150,58.9,1.2
 I20,2017,62666.666666666664,Manual,4528,Petrol,150,58.9,1.2
 I10,2017,62666.666666666664,Manual,10000,Petrol,150,57.7,1.2
 I10,2019,64666.666666666664,Manual,4000,Petrol,145,49.6,1.0
 I10,2019,60333.333333333336,Manual,4000,Petrol,145,49.6,1.0
 I10,2019,64666.666666666664,Manual,3000,Petrol,145,49.6,1.0
 I10,2019,64666.666666666664,Manual,1500,Petrol,145,49.6,1.0
 I40,2019,116000.0,Manual,10,Diesel,145,52.3,1.6
 I40,2019,116000.0,Manual,10,Diesel,145,52.3,1.6
 I40,2019,113000.0,Manual,30,Diesel,145,54.3,1.6
 Kona,2018,98333.33333333333,Manual,13410,Petrol,145,52.3,1.0
 I10,2014,40000.0,Manual,19371,Petrol,30,57.6,1.2
 I20,2014,38000.0,Manual,16059,Petrol,30,57.6,1.2
 IX20,2017,59666.666666666664,Automatic,31100,Petrol,160,43.5,1.6
 I30,2016,53333.333333333336,Manual,30279,Petrol,145,48.7,1.4
 IX20,2015,49333.333333333336,Manual,27328,Petrol,125,50.4,1.4
 Santa Fe,2019,226000.0,Automatic,7921,Diesel,145,42.8,2.2
 I10,2017,48333.333333333336,Manual,20391,Petrol,20,60.1,1.0
 Tucson,2019,132000.0,Semi-Auto,9854,Petrol,145,36.2,1.6
 I30,2018,79000.0,Manual,15424,Petrol,145,52.3,1.4
 I10,2016,56333.333333333336,Semi-Auto,6566,Petrol,145,47.9,1.2
 Santa Fe,2019,276666.6666666667,Semi-Auto,8000,Diesel,145,39.2,2.2
 Tucson,2019,189333.33333333334,Semi-Auto,2984,Hybrid,145,50.4,1.6
 Tucson,2018,151000.0,Automatic,7022,Diesel,145,43.5,2.0
 Tucson,2018,105333.33333333333,Manual,6124,Petrol,145,44.8,1.6
 I10,2019,55333.333333333336,Manual,7832,Petrol,145,60.1,1.0
 Tucson,2019,126666.66666666667,Manual,12806,Petrol,145,34.9,1.6
 Santa Fe,2019,258000.0,Semi-Auto,2390,Diesel,145,39.2,2.2
 Kona,2019,140666.66666666666,Semi-Auto,12254,Petrol,145,34.0,1.6
 Tucson,2018,140666.66666666666,Manual,20566,Petrol,145,34.9,1.6
 Santa Fe,2015,123000.0,Semi-Auto,37854,Diesel,265,42.2,2.2
 Kona,2019,161666.66666666666,Semi-Auto,50,Petrol,145,37.7,1.6
 Ioniq,2018,95666.66666666667,Automatic,38469,Hybrid,135,78.5,1.6
 Ioniq,2018,106333.33333333333,Automatic,35934,Hybrid,135,78.5,1.6
 Ioniq,2018,97000.0,Automatic,37125,Hybrid,135,78.5,1.6
 I800,2018,129000.0,Manual,33610,Diesel,145,31.7,2.5
 IX20,2017,74666.66666666667,Automatic,14847,Petrol,145,43.5,1.6
 Ioniq,2018,121333.33333333333,Automatic,10873,Hybrid,135,78.5,1.6
 Ioniq,2019,140666.66666666666,Automatic,9468,Hybrid,135,78.5,1.6
 I10,2018,56333.333333333336,Manual,10010,Petrol,145,60.1,1.0
 I10,2018,54333.333333333336,Manual,5006,Petrol,145,60.1,1.0
 Kona,2019,94333.33333333333,Manual,11478,Petrol,145,44.1,1.0
 Ioniq,2019,131000.0,Automatic,14687,Hybrid,135,78.5,1.6
 Tucson,2015,81000.0,Manual,14500,Diesel,30,61.7,1.7
 Tucson,2019,133000.0,Semi-Auto,9153,Petrol,145,36.2,1.6
 Tucson,2019,107666.66666666667,Manual,11036,Petrol,145,35.3,1.6
 Ioniq,2018,98000.0,Automatic,35007,Hybrid,135,78.5,1.6
 Ioniq,2018,105333.33333333333,Automatic,37133,Hybrid,135,78.5,1.6
 I10,2018,52333.333333333336,Manual,30868,Petrol,145,57.7,1.2
 I10,2018,49333.333333333336,Manual,30549,Petrol,145,57.7,1.2
 Tucson,2018,103333.33333333333,Manual,11398,Petrol,145,35.3,1.6
 Ioniq,2019,128666.66666666667,Automatic,6621,Hybrid,135,78.5,1.6
 Tucson,2019,150000.0,Manual,100,Petrol,145,34.9,1.6
 Tucson,2019,115000.0,Manual,10,Petrol,145,35.3,1.6
 Tucson,2019,168333.33333333334,Semi-Auto,10,Petrol,145,36.2,1.6
 Tucson,2019,168333.33333333334,Semi-Auto,10,Petrol,145,36.2,1.6
 Tucson,2019,168333.33333333334,Semi-Auto,10,Petrol,145,36.2,1.6
 Tucson,2019,160666.66666666666,Manual,100,Diesel,145,48.7,1.6
 Tucson,2019,168333.33333333334,Semi-Auto,3400,Petrol,145,36.2,1.6
 Tucson,2019,168333.33333333334,Semi-Auto,10,Petrol,145,36.2,1.6
 I10,2016,47000.0,Semi-Auto,20603,Petrol,150,47.9,1.2
 Tucson,2016,86333.33333333333,Automatic,33925,Diesel,240,43.5,2.0
 I10,2017,47000.0,Manual,36797,Petrol,20,60.1,1.0
 I20,2020,91333.33333333333,Manual,1420,Petrol,145,46.3,1.2
 I30,2019,96333.33333333333,Manual,1232,Petrol,145,44.8,1.0
 Santa Fe,2020,314666.6666666667,Automatic,2885,Diesel,145,39.2,2.2
 I10,2016,46000.0,Semi-Auto,21597,Petrol,150,47.9,1.2
 IX20,2015,47000.0,Manual,38000,Petrol,125,50.4,1.4
 IX35,2013,44666.666666666664,Manual,54321,Diesel,150,53.3,1.7
 I20,2017,51333.333333333336,Manual,32562,Petrol,145,55.4,1.2
 I10,2017,49333.333333333336,Manual,30233,Petrol,145,60.1,1.0
 I10,2017,49333.333333333336,Manual,32278,Petrol,145,60.1,1.0
 I20,2016,42000.0,Manual,47282,Petrol,30,55.4,1.2
 Kona,2018,83000.0,Manual,32031,Petrol,145,52.3,1.0
 I20,2016,49333.333333333336,Manual,11869,Petrol,30,56.5,1.2
 I20,2017,51333.333333333336,Manual,32113,Petrol,145,55.4,1.2
 I20,2018,64666.666666666664,Manual,15958,Petrol,145,58.9,1.2
 Tucson,2016,78666.66666666667,Manual,17947,Diesel,30,61.7,1.7
 I10,2018,50333.333333333336,Manual,10936,Petrol,145,60.1,1.0
 Kona,2019,104666.66666666667,Manual,16555,Petrol,145,44.1,1.0
 I20,2019,70666.66666666667,Manual,12603,Petrol,145,46.3,1.2
 Kona,2019,101333.33333333333,Manual,17715,Petrol,145,44.1,1.0
 Tucson,2020,191666.66666666666,Semi-Auto,7417,Petrol,145,36.2,1.6
 I30,2017,75666.66666666667,Manual,20629,Diesel,150,74.3,1.6
 I20,2018,62666.666666666664,Manual,17940,Petrol,145,46.3,1.2
 Tucson,2016,107666.66666666667,Semi-Auto,35405,Diesel,125,57.6,1.7
 I30,2019,91666.66666666667,Manual,10065,Diesel,145,60.1,1.6
 I10,2017,45000.0,Manual,30676,Petrol,145,60.1,1.0
 I20,2018,53333.333333333336,Manual,32743,Petrol,145,58.9,1.2
 Kona,2018,85000.0,Manual,34989,Petrol,145,52.3,1.0
 Tucson,2017,91666.66666666667,Manual,48776,Petrol,145,44.8,1.6
 I20,2016,57333.333333333336,Manual,16812,Petrol,30,58.9,1.0
 Tucson,2016,82000.0,Manual,36263,Diesel,30,61.7,1.7
 Kona,2018,94333.33333333333,Manual,15493,Petrol,145,52.3,1.0
 Tucson,2018,126666.66666666667,Semi-Auto,31548,Petrol,150,39.8,1.6
 I10,2016,39000.0,Manual,30566,Petrol,20,60.1,1.0
 Tucson,2016,76666.66666666667,Manual,27397,Petrol,165,44.8,1.6
 I10,2018,48333.333333333336,Manual,32573,Petrol,150,57.7,1.2
 I10,2019,70666.66666666667,Semi-Auto,5431,Petrol,150,47.9,1.2
 I10,2020,103666.66666666667,Manual,2458,Petrol,145,53.3,1.0
 Tucson,2016,80000.0,Manual,17574,Diesel,30,61.7,1.7
 I40,2015,54333.333333333336,Manual,50500,Diesel,20,67.3,1.7
 I30,2018,86333.33333333333,Manual,21366,Diesel,150,74.3,1.6
 I20,2016,52333.333333333336,Manual,16750,Petrol,30,55.4,1.2
 Tucson,2017,94666.66666666667,Semi-Auto,50456,Diesel,125,57.6,1.7
 Tucson,2018,124666.66666666667,Automatic,17952,Petrol,145,36.2,1.6
 I10,2019,70666.66666666667,Semi-Auto,4638,Petrol,150,47.9,1.2
 I10,2016,42000.0,Manual,8340,Petrol,20,60.1,1.0
 I10,2016,37000.0,Manual,31000,Petrol,20,60.1,1.0
 Tucson,2016,89333.33333333333,Automatic,20000,Diesel,200,47.1,2.0
 I20,2017,60333.333333333336,Manual,5000,Petrol,145,65.7,1.0
 IX20,2015,42000.0,Manual,29000,Petrol,125,50.4,1.4
 Tucson,2016,92666.66666666667,Semi-Auto,29143,Diesel,125,57.6,1.7
 Tucson,2017,116000.0,Manual,17955,Petrol,145,38.7,1.6
 I20,2017,64666.666666666664,Manual,8474,Petrol,145,58.9,1.2
 I30,2019,168333.33333333334,Manual,1853,Petrol,145,34.0,2.0
 I10,2020,100333.33333333333,Manual,545,Petrol,145,51.4,1.2
 I30,2020,114666.66666666667,Manual,2936,Petrol,145,45.6,1.0
 I20,2018,84000.0,Automatic,24448,Petrol,150,45.6,1.4
 I10,2015,27666.666666666668,Manual,42910,Petrol,20,60.1,1.0
 I20,2018,67666.66666666667,Automatic,31676,Petrol,150,45.6,1.4
 Tucson,2019,108666.66666666667,Manual,13299,Petrol,145,34.9,1.6
 Kona,2019,106666.66666666667,Manual,11345,Petrol,145,44.1,1.0
 I20,2019,78000.0,Manual,4264,Petrol,145,47.9,1.0
 I10,2015,40000.0,Manual,37254,Petrol,30,57.6,1.2
 Ioniq,2017,93666.66666666667,Automatic,12790,Hybrid,0,78.5,1.6
 I20,2019,84000.0,Manual,310,Petrol,145,46.3,1.2
 I10,2017,51333.333333333336,Manual,15772,Petrol,30,57.6,1.2
 I10,2017,49333.333333333336,Manual,15088,Petrol,145,60.1,1.0
 I20,2017,62666.666666666664,Manual,6299,Petrol,145,58.9,1.2
 I30,2017,80000.0,Manual,30067,Petrol,145,44.8,1.6
 Kona,2018,101333.33333333333,Manual,5880,Petrol,145,52.3,1.0
 Kona,2018,98333.33333333333,Manual,13410,Petrol,145,52.3,1.0
 I30,2019,114666.66666666667,Manual,1775,Petrol,145,42.2,1.4
 I10,2018,65666.66666666667,Manual,11606,Petrol,145,57.7,1.2
 I10,2019,57333.333333333336,Manual,9487,Petrol,145,60.1,1.0
 I10,2018,64666.666666666664,Semi-Auto,9963,Petrol,150,47.9,1.2
 Tucson,2019,133000.0,Semi-Auto,12141,Petrol,150,36.2,1.6
 Kona,2019,114666.66666666667,Manual,6250,Petrol,145,44.1,1.0
 Tucson,2019,148000.0,Manual,4661,Petrol,145,34.9,1.6
 Tucson,2018,108666.66666666667,Manual,7894,Petrol,145,34.9,1.6
 I10,2018,65666.66666666667,Manual,7804,Petrol,145,57.7,1.2
 Tucson,2016,89333.33333333333,Manual,21262,Diesel,30,61.7,1.7
 Tucson,2017,101000.0,Semi-Auto,34870,Diesel,125,57.6,1.7
 I10,2018,54333.333333333336,Manual,31375,Petrol,150,60.1,1.0
 I30,2018,80000.0,Manual,12955,Petrol,145,52.3,1.4
 Ioniq,2018,133000.0,Automatic,13826,Hybrid,135,78.5,1.6
 Tucson,2019,168333.33333333334,Semi-Auto,80,Petrol,145,36.2,1.6
 Tucson,2019,128666.66666666667,Manual,7064,Petrol,145,34.9,1.6
 Tucson,2017,93666.66666666667,Manual,17936,Diesel,30,61.7,1.7
 Kona,2020,142333.33333333334,Manual,984,Petrol,145,44.1,1.0
 IX20,2014,37000.0,Manual,41960,Petrol,125,50.4,1.4
 I10,2017,49333.333333333336,Manual,15422,Petrol,20,60.1,1.0
 Tucson,2018,119333.33333333333,Manual,4203,Petrol,145,38.7,1.6
 I20,2018,67666.66666666667,Manual,12271,Petrol,145,58.9,1.2
 I20,2014,38000.0,Manual,16059,Petrol,30,57.6,1.2
 I10,2014,39000.0,Manual,30553,Petrol,20,60.1,1.0
 I10,2015,47000.0,Manual,13076,Petrol,30,57.6,1.2
 I10,2017,59333.333333333336,Manual,10392,Petrol,145,57.7,1.2
 Tucson,2018,107666.66666666667,Manual,14653,Petrol,145,34.9,1.6
 I20,2019,101333.33333333333,Manual,2439,Petrol,145,46.3,1.0
 I10,2019,81000.0,Semi-Auto,3531,Petrol,145,47.9,1.2
 Tucson,2019,119333.33333333333,Manual,5004,Petrol,145,34.9,1.6
 IX20,2017,64666.666666666664,Manual,12836,Petrol,145,50.4,1.4
 I20,2017,67666.66666666667,Manual,16012,Petrol,30,55.4,1.2
 I20,2015,51333.333333333336,Manual,27823,Petrol,125,51.4,1.4
 I20,2020,96333.33333333333,Manual,2500,Petrol,145,46.3,1.2
 Tucson,2020,176666.66666666666,Semi-Auto,4250,Petrol,145,36.2,1.6
 I10,2020,96333.33333333333,Manual,2000,Petrol,145,53.3,1.0
 I10,2017,51333.333333333336,Manual,31189,Petrol,145,57.7,1.2
 Kona,2019,105666.66666666667,Manual,11488,Petrol,145,44.1,1.0
 I30,2019,94333.33333333333,Manual,4000,Petrol,145,45.6,1.0
 Santa Fe,2019,230666.66666666666,Automatic,13100,Diesel,145,39.8,2.2
 Tucson,2016,88333.33333333333,Manual,16422,Diesel,30,61.7,1.7
 I20,2019,91333.33333333333,Automatic,2251,Petrol,150,49.6,1.0
 I20,2018,84000.0,Automatic,10751,Petrol,150,49.6,1.0
 Tucson,2019,131000.0,Semi-Auto,18731,Petrol,145,36.2,1.6
 I10,2017,70666.66666666667,Semi-Auto,14346,Petrol,150,47.9,1.2
 I30,2017,76000.0,Semi-Auto,29820,Petrol,150,51.4,1.4
 I30,2018,77000.0,Manual,22503,Petrol,150,52.3,1.4
 I10,2018,85000.0,Semi-Auto,7487,Petrol,145,47.9,1.2
 IX20,2017,66666.66666666667,Manual,12803,Petrol,125,50.4,1.4
 IX20,2016,59666.666666666664,Manual,16039,Diesel,30,64.2,1.6
 I30,2018,87000.0,Manual,11748,Petrol,145,52.3,1.4
 I10,2017,51333.333333333336,Manual,29488,Petrol,145,60.1,1.0
 IX20,2017,69666.66666666667,Manual,4817,Petrol,125,50.4,1.4
 Santa Fe,2013,111333.33333333333,Semi-Auto,25976,Diesel,260,41.5,2.2
 I10,2014,40000.0,Manual,23346,Petrol,30,57.6,1.2
 Tucson,2018,122333.33333333333,Semi-Auto,13133,Petrol,145,36.2,1.6
 Ioniq,2018,126666.66666666667,Semi-Auto,12050,Hybrid,135,78.5,1.6
 I10,2018,84000.0,Semi-Auto,8056,Petrol,145,47.9,1.2
 I10,2018,55333.333333333336,Manual,9843,Petrol,145,60.1,1.0
 Kona,2019,161666.66666666666,Semi-Auto,1527,Petrol,150,34.0,1.6
 IX20,2015,64000.0,Automatic,21900,Petrol,165,43.5,1.6
 I20,2017,67666.66666666667,Manual,24042,Petrol,30,55.4,1.2
 I20,2015,69666.66666666667,Automatic,18784,Petrol,165,42.2,1.4
 I20,2019,79000.0,Manual,3084,Petrol,150,47.9,1.0
 Tucson,2017,104333.33333333333,Semi-Auto,27080,Diesel,125,57.6,1.7
 Tucson,2017,97000.0,Manual,25972,Diesel,30,61.7,1.7
 Tucson,2017,87333.33333333333,Manual,25948,Petrol,160,44.8,1.6
 Tucson,2018,103333.33333333333,Manual,15759,Petrol,145,44.8,1.6
 Tucson,2019,120333.33333333333,Manual,2684,Petrol,145,34.9,1.6
 Tucson,2017,94666.66666666667,Manual,16190,Petrol,160,44.8,1.6
 Tucson,2016,83000.0,Manual,21159,Diesel,30,61.7,1.7
 Tucson,2017,94666.66666666667,Manual,12380,Petrol,150,44.8,1.6
 Tucson,2018,107666.66666666667,Manual,17267,Petrol,150,34.9,1.6
 I10,2018,62666.666666666664,Semi-Auto,17356,Petrol,150,47.9,1.2
 Tucson,2017,116000.0,Semi-Auto,27911,Diesel,125,57.6,1.7
 Santa Fe,2016,133666.66666666666,Semi-Auto,26317,Diesel,240,42.8,2.2
 Tucson,2017,107666.66666666667,Semi-Auto,21700,Diesel,150,57.6,1.7
 I800,2019,148000.0,Manual,4266,Diesel,145,31.7,2.5
 Tucson,2018,131000.0,Semi-Auto,5728,Petrol,145,36.2,1.6
 I10,2018,54333.333333333336,Manual,15682,Petrol,145,57.7,1.2
 I20,2015,45000.0,Manual,25730,Diesel,20,68.9,1.4
 Tucson,2019,123333.33333333333,Manual,3737,Petrol,145,34.9,1.6
 Tucson,2017,98000.0,Manual,13206,Petrol,160,44.8,1.6
 Tucson,2017,98000.0,Manual,10172,Petrol,160,44.8,1.6
 Tucson,2017,97000.0,Manual,25895,Diesel,30,61.7,1.7
 Kona,2019,119000.0,Manual,3624,Petrol,145,44.1,1.0
 Tucson,2017,110666.66666666667,Semi-Auto,14937,Diesel,125,57.6,1.7
 Ioniq,2019,118000.0,Automatic,11848,Hybrid,135,78.5,1.6
 Ioniq,2019,123333.33333333333,Automatic,4581,Hybrid,135,78.5,1.6
 Ioniq,2018,104333.33333333333,Automatic,27318,Hybrid,135,78.5,1.6
 IX20,2017,68000.0,Automatic,27918,Petrol,145,43.5,1.6
 Ioniq,2018,109666.66666666667,Automatic,37101,Hybrid,135,78.5,1.6
 I20,2018,69666.66666666667,Automatic,30424,Petrol,145,45.6,1.4
 Tucson,2017,97000.0,Manual,25198,Diesel,150,61.7,1.7
 I20,2018,74666.66666666667,Manual,8701,Petrol,150,47.9,1.0
 I10,2018,52333.333333333336,Manual,10819,Petrol,150,60.1,1.0
 Tucson,2017,102333.33333333333,Manual,30085,Diesel,150,61.4,1.7
 I30,2016,59666.666666666664,Semi-Auto,27000,Diesel,20,72.4,1.6
 Tucson,2017,95666.66666666667,Manual,18465,Diesel,30,61.7,1.7
 Tucson,2017,97000.0,Manual,5877,Diesel,30,61.7,1.7
 Tucson,2018,97000.0,Manual,29000,Petrol,145,34.9,1.6
 Tucson,2016,84000.0,Manual,27283,Diesel,30,61.7,1.7
 Tucson,2017,107666.66666666667,Semi-Auto,8526,Diesel,145,57.6,1.7
 Tucson,2017,106333.33333333333,Semi-Auto,11353,Diesel,145,57.6,1.7
 I20,2018,57333.333333333336,Manual,21199,Petrol,145,58.9,1.2
 Tucson,2019,133000.0,Semi-Auto,10120,Petrol,145,36.2,1.6
 I20,2019,77000.0,Manual,3686,Petrol,150,46.3,1.2
 I10,2019,58333.333333333336,Manual,3103,Petrol,150,60.1,1.0
 Tucson,2018,122333.33333333333,Manual,13421,Diesel,150,48.7,1.6
 Ioniq,2018,124666.66666666667,Automatic,11333,Hybrid,135,78.5,1.6
 Tucson,2017,91666.66666666667,Manual,23855,Diesel,30,61.7,1.7
 I10,2018,68666.66666666667,Semi-Auto,667,Petrol,145,47.9,1.2
 Tucson,2017,86333.33333333333,Manual,49691,Diesel,30,61.7,1.7
 I20,2016,46000.0,Manual,34000,Petrol,30,55.4,1.2
 IX35,2014,49000.0,Manual,70352,Diesel,150,53.3,1.7
 I10,2017,47000.0,Manual,22305,Petrol,150,60.1,1.0
 Tucson,2019,110666.66666666667,Manual,15623,Petrol,150,35.3,1.6
 Tucson,2017,132000.0,Automatic,21477,Diesel,145,47.1,2.0
 I800,2016,85000.0,Automatic,55088,Diesel,330,33.6,2.5
 I20,2017,58333.333333333336,Manual,18600,Petrol,145,58.9,1.2
 Kona,2018,133000.0,Semi-Auto,7769,Petrol,145,42.2,1.6
 Tucson,2019,119333.33333333333,Manual,4292,Petrol,145,34.9,1.6
 I20,2019,106666.66666666667,Automatic,835,Petrol,145,49.6,1.0
 Tucson,2019,138333.33333333334,Semi-Auto,2837,Petrol,145,36.2,1.6
 Tucson,2016,57333.333333333336,Manual,87146,Petrol,160,44.8,1.6
 Tucson,2017,107666.66666666667,Semi-Auto,19651,Diesel,125,57.6,1.7
 Tucson,2018,104333.33333333333,Manual,21505,Diesel,145,61.7,1.7
 Kona,2017,87000.0,Manual,26301,Petrol,145,52.3,1.0
 Santa Fe,2019,265000.0,Semi-Auto,7130,Diesel,145,39.2,2.2
 Tucson,2019,110666.66666666667,Manual,15299,Petrol,150,35.3,1.6
 I20,2019,67666.66666666667,Manual,15344,Petrol,150,46.3,1.2
 I10,2015,35000.0,Manual,25731,Petrol,20,60.1,1.0
 Tucson,2018,113000.0,Manual,10117,Petrol,150,34.9,1.6
 Ioniq,2017,116000.0,Automatic,20257,Hybrid,140,78.5,1.6
 I30,2018,87000.0,Manual,3789,Petrol,150,45.6,1.0
 I10,2017,41000.0,Manual,26921,Petrol,145,60.1,1.0
 Tucson,2017,91666.66666666667,Manual,36000,Diesel,150,61.7,1.7
 I10,2016,43000.0,Manual,6539,Petrol,20,60.1,1.0
 Ioniq,2017,120333.33333333333,Automatic,10329,Hybrid,135,78.5,1.6
 Tucson,2020,191666.66666666666,Semi-Auto,1475,Petrol,145,36.2,1.6
 I10,2017,47000.0,Manual,22012,Petrol,20,60.1,1.0
 IX20,2016,56333.333333333336,Manual,14600,Petrol,125,50.4,1.4
 Ioniq,2020,160666.66666666666,Automatic,8000,Hybrid,140,62.8,1.6
 Santa Fe,2018,240000.0,Semi-Auto,10958,Diesel,145,39.2,2.2
 Tucson,2017,126666.66666666667,Semi-Auto,23986,Diesel,125,57.6,1.7
 Ioniq,2019,117000.0,Automatic,3827,Hybrid,135,78.5,1.6
 Tucson,2017,122333.33333333333,Semi-Auto,30345,Diesel,125,57.6,1.7
 Santa Fe,2019,265000.0,Semi-Auto,6697,Diesel,145,39.2,2.2
 I30,2019,103333.33333333333,Manual,16673,Diesel,145,60.1,1.6
 I10,2019,58333.333333333336,Manual,8483,Petrol,145,60.1,1.0
 I20,2019,65666.66666666667,Manual,14051,Petrol,145,46.3,1.2
 Kona,2019,103666.66666666667,Manual,11088,Petrol,150,44.1,1.0
 Tucson,2019,110666.66666666667,Manual,13725,Petrol,150,35.3,1.6
 I30,2018,82000.0,Semi-Auto,30709,Petrol,150,51.4,1.4
 I30,2018,86000.0,Semi-Auto,28851,Petrol,150,51.4,1.4
 I10,2017,71666.66666666667,Semi-Auto,14097,Petrol,150,47.9,1.2
 Santa Fe,2015,135000.0,Semi-Auto,11673,Diesel,265,41.5,2.2
 I10,2015,38000.0,Manual,11166,Petrol,30,57.6,1.2
 I20,2016,48333.333333333336,Manual,29981,Petrol,30,58.9,1.2
 Tucson,2018,102333.33333333333,Manual,20455,Petrol,150,44.8,1.6
 I10,2017,46000.0,Manual,30946,Petrol,150,57.7,1.2
 Tucson,2016,86333.33333333333,Manual,18504,Diesel,30,61.7,1.7
 Tucson,2018,107666.66666666667,Manual,7669,Petrol,150,35.3,1.6
 IX20,2016,47000.0,Manual,18146,Petrol,125,50.4,1.4
 IX20,2017,70333.33333333333,Automatic,19500,Petrol,160,43.5,1.6
 I10,2017,45000.0,Manual,43638,Petrol,150,57.7,1.2
 Kona,2018,103666.66666666667,Manual,5104,Petrol,145,44.1,1.0
 Santa Fe,2019,243666.66666666666,Automatic,9970,Diesel,145,39.2,2.2
 Kona,2019,93333.33333333333,Manual,8155,Petrol,145,44.1,1.0
 Kona,2019,96333.33333333333,Manual,2779,Petrol,145,44.1,1.0
 Santa Fe,2019,265000.0,Semi-Auto,2847,Diesel,145,39.2,2.2
 IX20,2017,60333.333333333336,Manual,22880,Petrol,145,50.4,1.4
 Santa Fe,2019,265000.0,Semi-Auto,3735,Diesel,145,39.2,2.2
 Tucson,2017,116000.0,Manual,15506,Petrol,145,38.7,1.6
 Kona,2019,93333.33333333333,Manual,7925,Petrol,145,44.1,1.0
 I10,2019,67666.66666666667,Manual,10000,Petrol,145,57.6,1.2
 IX35,2014,43666.666666666664,Manual,94870,Diesel,145,53.3,1.7
 I30,2014,48000.0,Automatic,43057,Diesel,160,51.4,1.6
 I30,2014,44666.666666666664,Manual,46845,Diesel,0,74.3,1.6
 I10,2018,59333.333333333336,Manual,7374,Petrol,145,57.7,1.2
 Tucson,2017,105333.33333333333,Manual,35791,Diesel,145,54.3,2.0
 Tucson,2018,124666.66666666667,Semi-Auto,17952,Petrol,150,36.2,1.6
 I10,2020,94333.33333333333,Manual,822,Petrol,145,53.3,1.0
 Kona,2020,172333.33333333334,Automatic,2064,Hybrid,135,52.3,1.6
 Ioniq,2020,160666.66666666666,Automatic,1669,Hybrid,135,62.8,1.6
 Santa Fe,2019,253000.0,Semi-Auto,2880,Diesel,145,39.8,2.2
 Tucson,2019,127666.66666666667,Semi-Auto,17470,Petrol,145,36.2,1.6
 Tucson,2019,127666.66666666667,Semi-Auto,16923,Petrol,145,36.2,1.6
 Kona,2019,94333.33333333333,Manual,15507,Petrol,150,44.1,1.0
 I20,2018,67666.66666666667,Automatic,30239,Petrol,150,45.6,1.4
 Kona,2019,94333.33333333333,Manual,13192,Petrol,150,44.1,1.0
 I20,2017,67666.66666666667,Automatic,29592,Petrol,150,45.6,1.4
 I10,2017,50333.333333333336,Manual,8438,Petrol,150,60.1,1.0
 Tucson,2017,107666.66666666667,Semi-Auto,19942,Diesel,125,57.6,1.7
 Tucson,2019,126666.66666666667,Manual,5812,Petrol,150,34.9,1.6
