Name,Condition,Price,Location,Link,Description,Car_code,Year of manufacture,Condition,Origin,Body type,Engine,Exterior color,Interior color,Seats,Doors,Mileage
Ford Everest Sport 2.0L 4x2 AT - 2022, Used car,1 Billion VND 55 Million VND,Hanoi,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2022-5395607," *Imported car, Black color, máy dầu 2.0 L, Automatic transmission, đã đi 14,000 km ... ",Code: 5395607,2022.0,Used car,Imported,SUV,Dầu  2.0 L,Black,Black,7 seats,5 doors,"14,000 Km"
Mazda CX5 2.5 AT 2WD - 2019, Used car,662 Million VND,Hanoi,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2019-5405851," *Domestic assembly car, Brown color, Petrol engine 2.5 L, Automatic transmission, đã đi 77,246 km ... ",Code: 5405851,2019.0,Used car,Assembled domestically,SUV,Petrol  2.5 L,Brown,Black,5 seats,5 doors,"77,246 Km"
Honda HRV L - 2021, Used car,645 Million VND,Hanoi,https://bonbanh.com/xe-honda-hrv-l-2021-5424721," *Imported car, White color, Petrol engine 1.8 L, Automatic transmission, đã đi 53,000 km ... ",Code: 5424721,2021.0,Used car,Imported,Crossover,Petrol  1.8 L,White,Black,5 seats,5 doors,"53,000 Km"
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022, Used car,1 Billion VND 225 Million VND,Hanoi,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-5376188," *Domestic assembly car, Black color, máy dầu 2.2 L, Automatic transmission, đã đi 43,000 km ... ",Code: 5376188,2022.0,Used car,Assembled domestically,SUV,Dầu  2.2 L,Black,Brown,7 seats,5 doors,"43,000 Km"
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021, Used car,1 Billion VND 100 Million VND,Hanoi,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2021-5376613," *Domestic assembly car, màu vàng, máy dầu 2.2 L, Automatic transmission, đã đi 53,000 km ... ",Code: 5376613,2021.0,Used car,Assembled domestically,SUV,Dầu  2.2 L,Vàng,Brown,7 seats,5 doors,"53,000 Km"
Toyota Raize G 1.0 CVT - 2023, New car,498 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2023-4519066," *Imported car, White color, Petrol engine 1.0 L, Automatic transmission ... ",Code: 4519066,2023.0,New car,Imported,SUV,Petrol  1.0 L,White,Black,5 seats,5 doors,
MG ZS Comfort 1.5 AT 2WD - 2020, Used car,385 Million VND,Hanoi,https://bonbanh.com/xe-mg-zs-comfort-1.5-at-2wd-2020-5424737," *Imported car, màu xanh, Petrol engine 1.5 L, Automatic transmission, đã đi 24,000 km ... ",Code: 5424737,2020.0,Used car,Imported,Crossover,Petrol  1.5 L,Xanh,-,5 seats,5 doors,"24,000 Km"
Mazda 6 Signature Premium 2.5 AT - 2024, New car,914 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mazda-6-signature-premium-2.5-at-2024-4479207," *Domestic assembly car, Red color, Petrol engine 2.5 L, Automatic transmission ... ",Code: 4479207,2024.0,New car,Assembled domestically,Sedan,Petrol  2.5 L,Red,Brown,5 seats,4 cửa,
Mercedes Benz G class G63 AMG - 2024, New car,11 Billion VND 750 Million VND,Quảng Ninh,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2024-4817051," *Imported car, màu xanh, Petrol engine 4.0 L, Automatic transmission ... ",Code: 4817051,2024.0,New car,Imported,SUV,Petrol  4.0 L,Xanh,Red,5 seats,5 doors,
Mitsubishi Triton Athlete 4x4 AT - 2023, New car,905 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-2023-4682612," *Imported car, màu cam, máy dầu 2.4 L, Automatic transmission ... ",Code: 4682612,2023.0,New car,Imported,Bán tải / Pickup,Dầu  2.4 L,Cam,Nhiều màu,5 seats,4 cửa,
Mercedes Benz CLA class CLA 45 AMG 4Matic - 2014, Used car,859 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-45-amg-4matic-2014-5274758," *Imported car, Silver color, Petrol engine 2.0 L, Automatic transmission, đã đi 24,000 km ... ",Code: 5274758,2014.0,Used car,Imported,Sedan,Petrol  2.0 L,Silver,Black,5 seats,4 cửa,"24,000 Km"
Honda Odyssey 3.5 AT - 2005, Used car,298 Million VND,Hải Phòng,https://bonbanh.com/xe-honda-odyssey-3.5-at-2005-5159671," *Imported car, màu xanh, Petrol engine 3.5 L, Automatic transmission, đã đi 150,000 km ... ",Code: 5159671,2005.0,Used car,Imported,Van/Minivan,Petrol  3.5 L,Xanh,Xám,7 seats,5 doors,"150,000 Km"
Toyota Corolla Cross 1.8V - 2024, New car,835 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2024-4620727," *Imported car, Red color, Petrol engine 1.8 L, Automatic transmission ... ",Code: 4620727,2024.0,New car,Imported,SUV,Petrol  1.8 L,Red,Black,5 seats,5 doors,
Mitsubishi Triton Athlete 4x4 AT - 2023, New car,905 Million VND,Quảng Ninh,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-2023-4437102," *Imported car, White color, máy dầu 2.4 L, Automatic transmission ... ",Code: 4437102,2023.0,New car,Imported,Bán tải / Pickup,Dầu  2.4 L,White,Nhiều màu,5 seats,4 cửa,
Mercedes Benz GLC 200 - 2022, Used car,1 Billion VND 488 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-200-2022-5438645," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 22,222 km ... ",Code: 5438645,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Red,Kem,5 seats,5 doors,"22,222 Km"
BMW 5 Series 530i - 2019, Used car,1 Billion VND 638 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-bmw-5_series-530i-2019-5440136," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 15,000 km ... ",Code: 5440136,2019.0,Used car,Imported,Sedan,Petrol  2.0 L,Black,Kem,5 seats,4 cửa,"15,000 Km"
Mazda cx3 Luxury 1.5 AT - 2021, Used car,525 Million VND,Hanoi,https://bonbanh.com/xe-mazda-cx3-luxury-1.5-at-2021-5365942," *Imported car, Red color, Petrol engine 1.5 L, Automatic transmission, đã đi 43,000 km ... ",Code: 5365942,2021.0,Used car,Imported,Crossover,Petrol  1.5 L,Red,Black,5 seats,5 doors,"43,000 Km"
VinFast VF8 Plus - 2023, New car,1 Billion VND 270 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-vinfast-vf8-plus-2023-4887529," *Domestic assembly car, White color, xe điện , Automatic transmission ... ",Code: 4887529,2023.0,New car,Assembled domestically,SUV,Điện  0.2 L,White,Xanh,5 seats,5 doors,
Lexus RX 350 Premium - 2024, New car,3 Billion VND 430 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-lexus-rx-350-premium-2024-5179894," *Imported car, màu xanh, Petrol engine 2.4 L, Automatic transmission ... ",Code: 5179894,2024.0,New car,Imported,SUV,Petrol  2.4 L,Xanh,Brown,5 seats,5 doors,
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022, Used car,1 Billion VND 200 Million VND,Hanoi,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-5441419," *Domestic assembly car, màu xanh, máy dầu 2.2 L, Automatic transmission, đã đi 2,000 km ... ",Code: 5441419,2022.0,Used car,Assembled domestically,SUV,Dầu  2.2 L,Xanh,Brown,7 seats,5 doors,"2,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2023, New car,1 Billion VND 198 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-5287605," *Imported car, Black color, máy dầu 2.0 L, Automatic transmission ... ",Code: 5287605,2023.0,New car,Imported,SUV,Dầu  2.0 L,Black,Black,7 seats,5 doors,
BMW X3 xDrive30i M Sport - 2022, New car,2 Billion VND 270 Million VND,Hanoi,https://bonbanh.com/xe-bmw-x3-xdrive30i-m-sport-2022-4872284," *Domestic assembly car, màu xanh, Petrol engine 2.0 L, Automatic transmission ... ",Code: 4872284,2022.0,New car,Assembled domestically,SUV,Petrol  2.0 L,Xanh,Brown,5 seats,5 doors,
Honda City L 1.5 AT - 2023, New car,594 Million VND,Bình Dương,https://bonbanh.com/xe-honda-city-l-1.5-at-2023-5193780," *Domestic assembly car, Red color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5193780,2023.0,New car,Assembled domestically,Sedan,Petrol  1.5 L,Red,Black,5 seats,4 cửa,
Toyota Innova 2.0 Venturer - 2018, Used car,625 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-innova-2.0-venturer-2018-5276609," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 58,000 km ... ",Code: 5276609,2018.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,Black,Black,8 chỗ,5 doors,"58,000 Km"
Mercedes Benz C class C200 Avantgarde Plus - 2022, New car,1 Billion VND 914 Million VND,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-4713153," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 4713153,2022.0,New car,Assembled domestically,Sedan,Petrol  1.5 L,Black,Brown,5 seats,4 cửa,
Toyota Yaris Cross 1.5 D-CVT - 2023, New car,650 Million VND,Khánh Hòa,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2023-5200724," *Imported car, màu xanh, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5200724,2023.0,New car,Imported,SUV,Petrol  1.5 L,Xanh,Black,5 seats,5 doors,
Mercedes Benz C class C200 Exclusive - 2019, Used car,1 Billion VND 90 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2019-5452074," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 30,000 km ... ",Code: 5452074,2019.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,White,Kem,5 seats,4 cửa,"30,000 Km"
Ford Ranger XLS 2.2L 4x2 AT - 2020, Used car,535 Million VND,Hanoi,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-5379468," *Imported car, Silver color, máy dầu 2.2 L, Automatic transmission, đã đi 65,000 km ... ",Code: 5379468,2020.0,Used car,Imported,Bán tải / Pickup,Dầu  2.2 L,Silver,Black,5 seats,4 cửa,"65,000 Km"
Daewoo Super Saloon 2.0 AT - 1996, Used car,79 Million VND,Hanoi,https://bonbanh.com/xe-daewoo-super_saloon-2.0-at-1996-5438901," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5438901,1996.0,Used car,Imported,Sedan,Petrol  2.0 L,Black,Ghi,5 seats,4 cửa,0 Km
Mercedes Benz C class C200 - 2019, Used car,899 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2019-5452057," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission, đã đi 40,000 km ... ",Code: 5452057,2019.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Black,Black,5 seats,4 cửa,"40,000 Km"
VinFast Lux SA 2.0 Premium 2.0 AT - 2021, Used car,815 Million VND,Hanoi,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-5411542," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 50,000 km ... ",Code: 5411542,2021.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Red,Brown,7 seats,5 doors,"50,000 Km"
Mercedes Benz E class E200 - 2017, Used car,1 Billion VND ,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2017-5421400," *Domestic assembly car, màu xanh, Petrol engine 2.0 L, Automatic transmission, đã đi 60,000 km ... ",Code: 5421400,2017.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Xanh,Kem,5 seats,4 cửa,"60,000 Km"
Toyota Veloz Cross 1.5 CVT - 2022, Used car,597 Million VND,Hanoi,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2022-5373594," *Imported car, màu ghi, Petrol engine 1.5 L, Automatic transmission, đã đi 30,000 km ... ",Code: 5373594,2022.0,Used car,Imported,SUV,Petrol  1.5 L,Ghi,Black,7 seats,5 doors,"30,000 Km"
Mercedes Benz GLC 300 4Matic - 2018, Used car,1 Billion VND 199 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2018-5412907," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 46,000 km ... ",Code: 5412907,2018.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,White,Brown,5 seats,5 doors,"46,000 Km"
Toyota Corolla Cross 1.8HV - 2021, Used car,795 Million VND,Hanoi,https://bonbanh.com/xe-toyota-corolla_cross-1.8hv-2021-5440229," *Imported car, màu xám, Hybrid car 1.8 L, Automatic transmission, đã đi 50,000 km ... ",Code: 5440229,2021.0,Used car,Imported,SUV,Hybrid  1.8 L,Xám,Black,5 seats,5 doors,"50,000 Km"
Mercedes Benz GLC 300 4Matic - 2021, Used car,1 Billion VND 918 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5451618," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 15,000 km ... ",Code: 5451618,2021.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Black,Black,5 seats,5 doors,"15,000 Km"
Mercedes Benz GLC 300 4Matic - 2021, Used car,1 Billion VND 918 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5443893," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 15,000 km ... ",Code: 5443893,2021.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Black,Black,5 seats,5 doors,"15,000 Km"
Toyota Land Cruiser 3.5 V6 - 2024, New car,4 Billion VND 286 Million VND,Hanoi,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5373395," *Imported car, Black color, Petrol engine 3.4 L, Automatic transmission ... ",Code: 5373395,2024.0,New car,Imported,SUV,Petrol  3.4 L,Black,Kem,7 seats,5 doors,
Hyundai Accent 1.4 AT Đặc Biệt - 2020, Used car,445 Million VND,Hải Phòng,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2020-5381097," *Domestic assembly car, Black color, Petrol engine 1.4 L, Automatic transmission, đã đi 50,000 km ... ",Code: 5381097,2020.0,Used car,Assembled domestically,Sedan,Petrol  1.4 L,Black,Kem,5 seats,4 cửa,"50,000 Km"
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2022, Used car,799 Million VND,Hải Phòng,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2022-5411700," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 20,000 km ... ",Code: 5411700,2022.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,White,Black,5 seats,5 doors,"20,000 Km"
Hyundai Elantra 1.6 MT - 2017, Used car,335 Million VND,Đăk Lăk,https://bonbanh.com/xe-hyundai-elantra-1.6-mt-2017-5453653," *Domestic assembly car, White color, Petrol engine 1.6 L, Manual transmission, đã đi 82,000 km ... ",Code: 5453653,2017.0,Used car,Assembled domestically,Sedan,Petrol  1.6 L,White,White,5 seats,4 cửa,"82,000 Km"
Mitsubishi Attrage 1.2 CVT - 2022, Used car,438 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mitsubishi-attrage-1.2-cvt-2022-5426328," *Imported car, Red color, Petrol engine 1.2 L, Automatic transmission, đã đi 9,000 km ... ",Code: 5426328,2022.0,Used car,Imported,Sedan,Petrol  1.2 L,Red,Black,5 seats,4 cửa,"9,000 Km"
Toyota Hilux 2.4L 4x2 AT - 2020, Used car,665 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2020-5420328," *Imported car, Silver color, máy dầu 2.4 L, Automatic transmission, đã đi 15,000 km ... ",Code: 5420328,2020.0,Used car,Imported,Bán tải / Pickup,Dầu  2.4 L,Silver,Black,5 seats,4 cửa,"15,000 Km"
Nissan Navara EL A-IVI 2.5 AT 2WD - 2020, Used car,485 Million VND,Hanoi,https://bonbanh.com/xe-nissan-navara-el-a-ivi-2.5-at-2wd-2020-5424041," *Imported car, White color, máy dầu 2.5 L, Automatic transmission, đã đi 64,000 km ... ",Code: 5424041,2020.0,Used car,Imported,Bán tải / Pickup,Dầu  2.5 L,White,Kem,5 seats,4 cửa,"64,000 Km"
Toyota Corolla altis 1.8G AT - 2019, Used car,575 Million VND,Hanoi,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2019-5453664," *Domestic assembly car, White color, Petrol engine 1.8 L, Automatic transmission, đã đi 48,000 km ... ",Code: 5453664,2019.0,Used car,Assembled domestically,Sedan,Petrol  1.8 L,White,Kem,5 seats,4 cửa,"48,000 Km"
Mercedes Benz Maybach GLS 480 4Matic - 2023, New car,8 Billion VND 799 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-maybach-gls-480-4matic-2023-4924319," *Imported car, Black color, Petrol engine 3.0 L, Automatic transmission ... ",Code: 4924319,2023.0,New car,Imported,SUV,Petrol  3.0 L,Black,Brown,4 chỗ,5 doors,
Mazda BT50 3.2L 4x4 AT - 2015, Used car,390 Million VND,Hanoi,https://bonbanh.com/xe-mazda-bt50-3.2l-4x4-at-2015-5433750," *Imported car, màu xanh, máy dầu 3.2 L, Automatic transmission, đã đi 11,000 km ... ",Code: 5433750,2015.0,Used car,Imported,Bán tải / Pickup,Dầu  3.2 L,Xanh,Ghi,5 seats,4 cửa,"11,000 Km"
Toyota Land Cruiser 3.5 V6 - 2021, Used car,4 Billion VND 560 Million VND,Hanoi,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2021-5365393," *Imported car, White color, Petrol engine 3.4 L, Automatic transmission, đã đi 42,000 km ... ",Code: 5365393,2021.0,Used car,Imported,SUV,Petrol  3.4 L,White,Kem,7 seats,5 doors,"42,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2023, New car,1 Billion VND 306 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-3433664," *Imported car, Red color, máy dầu 2.0 L, Automatic transmission ... ",Code: 3433664,2023.0,New car,Imported,SUV,Dầu  2.0 L,Red,Black,7 seats,5 doors,
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024, New car,875 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2024-4559648," *Domestic assembly car, màu xám, máy dầu 2.0 L, Automatic transmission ... ",Code: 4559648,2024.0,New car,Assembled domestically,Bán tải / Pickup,Dầu  2.0 L,Xám,Black,5 seats,4 cửa,
Mercedes Benz C class C180 AMG - 2022, Used car,1 Billion VND 99 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-c_class-c180-amg-2022-5101486," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission, đã đi 24,000 km ... ",Code: 5101486,2022.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Black,Kem,5 seats,4 cửa,"24,000 Km"
Ford Ranger Wildtrak 2.0L 4x4 AT - 2023, New car,907 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-4516571," *Domestic assembly car, màu vàng, máy dầu 2.0 L, Automatic transmission ... ",Code: 4516571,2023.0,New car,Assembled domestically,Bán tải / Pickup,Dầu  2.0 L,Vàng,Black,5 seats,4 cửa,
Ford Territory Titanium 1.5 AT - 2024, New car,909 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2024-5109449," *Domestic assembly car, Brown color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5109449,2024.0,New car,Assembled domestically,SUV,Petrol  1.5 L,Brown,Black,5 seats,5 doors,
Mazda 2 Luxury - 2024, New car,499 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mazda-2-luxury-2024-5312270," *Imported car, Red color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5312270,2024.0,New car,Imported,Sedan,Petrol  1.5 L,Red,Black,5 seats,4 cửa,
Mitsubishi Xpander 1.5 AT - 2020, Used car,515 Million VND,Bình Dương,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5124804," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 60,000 km ... ",Code: 5124804,2020.0,Used car,Imported,SUV,Petrol  1.5 L,White,Black,7 seats,5 doors,"60,000 Km"
Toyota Fortuner 2.7V 4x2 AT - 2017, Used car,680 Million VND,Hải Phòng,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2017-5345289," *Imported car, Black color, Petrol engine 2.7 L, Automatic transmission, đã đi 10,000 km ... ",Code: 5345289,2017.0,Used car,Imported,SUV,Petrol  2.7 L,Black,Brown,7 seats,5 doors,"10,000 Km"
Lamborghini Huracan LP610 Coupe - 2014, Used car,8 Billion VND 999 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-lamborghini-huracan-lp610-coupe-2014-5377063," *Imported car, màu cam, Petrol engine 5.2 L, Automatic transmission, đã đi 29,000 km ... ",Code: 5377063,2014.0,Used car,Imported,Coupe,Petrol  5.2 L,Cam,Black,2 chỗ,2 cửa,"29,000 Km"
Mercedes Benz GLC 200 4Matic - 2023, Used car,2 Billion VND 299 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5312327," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 2,000 km ... ",Code: 5312327,2023.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,White,Brown,5 seats,5 doors,"2,000 Km"
Honda Civic 1.8 AT - 2009, Used car,270 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-honda-civic-1.8-at-2009-5441093," *Domestic assembly car, Black color, Petrol engine 1.8 L, Automatic transmission, đã đi 150,000 km ... ",Code: 5441093,2009.0,Used car,Assembled domestically,Sedan,Petrol  1.8 L,Black,Kem,5 seats,4 cửa,"150,000 Km"
Mitsubishi Xpander 1.5 AT - 2019, Used car,476 Million VND,Hải Phòng,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2019-5388117," *Imported car, Silver color, Petrol engine 1.5 L, Automatic transmission, đã đi 72,000 km ... ",Code: 5388117,2019.0,Used car,Imported,SUV,Petrol  1.5 L,Silver,Kem,7 seats,5 doors,"72,000 Km"
Ford Everest Sport 2.0L 4x2 AT - 2023, New car,1 Billion VND 68 Million VND,Hanoi,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2023-5287554," *Imported car, White color, máy dầu 2.0 L, Automatic transmission ... ",Code: 5287554,2023.0,New car,Imported,SUV,Dầu  2.0 L,White,Black,7 seats,5 doors,
Rolls Royce Ghost Series II - 2015, Used car,11 Billion VND 800 Million VND,Hanoi,https://bonbanh.com/xe-rolls_royce-ghost-series-ii-2015-5382950," *Imported car, Black color, Petrol engine 6.6 L, Automatic transmission, đã đi 50,000 km ... ",Code: 5382950,2015.0,Used car,Imported,Sedan,Petrol  6.6 L,Black,Kem,4 chỗ,4 cửa,"50,000 Km"
Suzuki Super Carry Van Blind Van - 2022, New car,210 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-suzuki-super_carry_van-blind-van-2022-5331587," *Domestic assembly car, White color, Petrol engine 1.0 L, Manual transmission ... ",Code: 5331587,2022.0,New car,Assembled domestically,Van/Minivan,Petrol  1.0 L,White,Black,2 chỗ,5 doors,
Mazda CX5 Premium Sport 2.0 AT - 2024, New car,859 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mazda-cx5-premium-sport-2.0-at-2024-5088003," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5088003,2024.0,New car,Assembled domestically,SUV,Petrol  2.0 L,Red,Black,5 seats,5 doors,
Mitsubishi Pajero Sport 2.4D 4x2 AT - 2024, New car,1 Billion VND 30 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x2-at-2024-5425765," *Imported car, White color, máy dầu 2.4 L, Automatic transmission ... ",Code: 5425765,2024.0,New car,Imported,SUV,Dầu  2.4 L,White,-,7 seats,5 doors,
Toyota Land Cruiser 3.5 V6 - 2023, New car,4 Billion VND 286 Million VND,Hanoi,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2023-5378095," *Imported car, Black color, Petrol engine 3.4 L, Automatic transmission ... ",Code: 5378095,2023.0,New car,Imported,SUV,Petrol  3.4 L,Black,Black,7 seats,5 doors,
Porsche Macan 2.0 - 2023, Used car,3 Billion VND 399 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-porsche-macan-2.0-2023-5440055," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 3,000 km ... ",Code: 5440055,2023.0,Used car,Imported,SUV,Petrol  2.0 L,Black,Black,5 seats,5 doors,"3,000 Km"
Toyota Corolla Cross 1.8V - 2022, Used car,820 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5440014," *Imported car, Red color, Petrol engine 1.8 L, Automatic transmission, đã đi 10,000 km ... ",Code: 5440014,2022.0,Used car,Imported,SUV,Petrol  1.8 L,Red,Brown,5 seats,5 doors,"10,000 Km"
BMW 5 Series 530i Luxury Line - 2019, Used car,1 Billion VND 638 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-bmw-5_series-530i-luxury-line-2019-5451623," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 16,000 km ... ",Code: 5451623,2019.0,Used car,Imported,Sedan,Petrol  2.0 L,Black,Kem,5 seats,4 cửa,"16,000 Km"
Toyota Camry 2.5Q - 2024, New car,1 Billion VND 390 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-camry-2.5q-2024-5395808," *Imported car, White color, Petrol engine 2.5 L, Automatic transmission ... ",Code: 5395808,2024.0,New car,Imported,Sedan,Petrol  2.5 L,White,Kem,5 seats,4 cửa,
Mercedes Benz S class S450 - 2023, New car,5 Billion VND 59 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-s_class-s450-2023-4333734," *Imported car, White color, Petrol engine 3.0 L, Automatic transmission ... ",Code: 4333734,2023.0,New car,Imported,Sedan,Petrol  3.0 L,White,Kem,5 seats,4 cửa,
Toyota Fortuner 2.4G 4x2 AT - 2020, Used car,850 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2020-5446227," *Domestic assembly car, Silver color, máy dầu 2.4 L, Automatic transmission, đã đi 90,000 km ... ",Code: 5446227,2020.0,Used car,Assembled domestically,SUV,Dầu  2.4 L,Silver,Black,7 seats,5 doors,"90,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2020, Used car,795 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-5428902," *Imported car, Silver color, máy dầu 2.0 L, Automatic transmission, đã đi 73,000 km ... ",Code: 5428902,2020.0,Used car,Imported,SUV,Dầu  2.0 L,Silver,Black,7 seats,5 doors,"73,000 Km"
